COD-APPLIC|ENTE|COD-PRESIDIO|ANNO-INIZ-VAL|DESCR-PRESIDIO|COD-COMUNE|DESCR-COMUNE|PROVINCIA|INDIRIZZO|CAP|NR-TELEFONICO|DATA-APERTURA|DATA-CHIUSURA|TIPO-1|TIPO-2|TIPO-3|TIPO-4|S01|S02|S03|S04|S05|S06|S07|S08|S09|S10|S11|PRESIDIO-SPORT|PRESENZA-STS14|RAPPORTO-SSN|INT-EXTRA|PRIV-CONV|COD-IST|OLD-ENTE|OLD-COD-PREST|FLAG-ULT-OP|USER|DATA-ULT-OP|SPECIFICA-S05|LABOR-PUBB|GG-APERTURA|GG-CHIUSURA|S12|EROGANTEAMB
STS-ID|314|027501|2015|CRA GREGORIUS|012072|GAVIRATE|VA|VIA AMENDOLA 10|21026|03321810047|200712|000000||||X|||||X|||||||||2|2|2|||||||1||06|00||0
STS-ID|314|027601|2015|RSA CORTE COVA|012034|CARONNO PERTUSELLA|VA|VIA TRIESTE 1040|21042|0296457211|200801|000000||||X|||||||||X|||||2|2|4|||||||||17|00||0
STS-ID|314|027701|2015|CDI FONDAZIONE ONLUS LONGHI E PIANEZZA|012037|CASALZUIGNO|VA|VIA LIBERTA' 19/21|21030|0332650061|200801|000000|||X||||||||||X|||||2|2|4|||||||||28|00||0
STS-ID|314|027801|2015|C.D.D. L'ANACONDA|012133|VARESE|VA|VIA RAINOLDI 7|21100|0332232152|200803|000000|||X|||||||||||X||||2|2|2|||||||||27|00||0
STS-ID|314|027901|2015|COMUNITA' VENTO E FUOCO|012030|CANTELLO|VA|VIA PIANEZZO 3|21050|0332831305|200805|000000||||X|||||X|||||||||2|2|4|||||||1||14|00||0
STS-ID|314|028001|2015|COMUNITA SOCIO SANITARIA IL SORRISO|012058|CUASSO AL MONTE|VA|VIA IMBORGNANA, 1|21050|0332939300|200806|000000||||X||||||||||X||||2|2|4|||||||||11|00||0
STS-ID|314|028101|2015|CSS BRUGNOLI-TOSI PADIGLIONE MAGISTRELLI/ARMIRAGLIO|012026|BUSTO ARSIZIO|VA|VIA PIOMBINA 16 |21052|0331623538|200811|000000||||X||||||||||X||||2|2|4|||||||||07|00||0
STS-ID|314|028301|2015|C.S.S. GIOVANNI PAOLO II|012119|SARONNO|VA|PIAZZA DEL TRICOLORE 1|21047|0296369949|200904|000000||||X||||||||||X||||2|2|4|||||||||09|00||0
STS-ID|314|028401|2015|CASA DI CURA FONDAZIONE GAETANO E PIERA BORGHI|012017|BREBBIA|VA|VIA PETRARCA 33|21020|0332770205|200905|000000|X||||X|X||||||||||||2|1|2|030364||||||||15|00||1
STS-ID|314|028501|2015|RESIDENZA GIARDINO|012086|LAVENA PONTE TRESA|VA|VIA DELLE SORGENTI, 9|21037|0332523333|200908|000000||||X|||||||||X|||||2|2|2|||||||||06|00||0
STS-ID|314|028601|2015|RESIDENZA MARIO E RINA MOLINA|012092|LUINO|VA|VIA DELLA VITTORIA,12|21016|0332532506|200908|000000||||X|||||||||X|||||2|2|2|||||||||21|00||0
STS-ID|314|028701|2015|RESIDENZA ANGELO BELLORA|012070|GALLARATE|VA|VIA AGNELLI, 7|21013|0331754651|200908|000000||||X|||||||||X|||||2|2|4|||||||||28|00||0
STS-ID|314|028901|2015|CDI "CASA SAN GIORGIO"|012109|ORIGGIO|VA|VIA VISCONTI 2|21040|0296732351|200912|000000|||X||||||||||X|||||2|2|4|||||||||03|00||0
STS-ID|314|029001|2015|RSD EDIFICIO SCUOLE|012053|COCQUIO-TREVISAGO|VA|VIA PASCOLI, 15|21034|0332975155|201002|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|314|029101|2015|RSD EDIFICIO MONSIGNOR POGLIANI |012053|COCQUIO-TREVISAGO|VA|VIA PASCOLI, 15|21034|0332975155|201002|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|314|029201|2015|CDD EDIFICIO SCUOLE|012053|COCQUIO-TREVISAGO|VA|VIA PASCOLI, 15|21034|0332975155|201002|000000|||X|||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|314|029301|2015|BRUGNOLI E TOSI - PADIGLIONE MAZZUCCHELLI|012026|BUSTO ARSIZIO|VA|VIA PIOMBINA 16|21052|0332281025|201004|000000||||X||||||||||X||||2|2|4|||||||||19|00||0
STS-ID|314|029401|2015|COMUNITA' LA COLLINA|012133|VARESE|VA|VIA ALBANI, 91|21100|0332931305|201008|000000||||X||||||X||||||||2|2|4|||||||||05|00||0
STS-ID|314|029501|2015|CDI SOS MALNATE SMS|012096|MALNATE|VA|VIA 1? MAGGIO 10|21046|0332426002|201009|000000|||X||||||||||X|||||2|2|4|||||||||14|00||0
STS-ID|314|029601|2015|CDD L'ARCA|012127|TRADATE|VA|VIA MONTE NERO, 38|21049|0331386942|201009|000000|||X|||||||||||X||||2|2|2|||||||||20|00||0
STS-ID|314|029701|2015|CENTRO DIURNO CREST DI ISPRA|012084|ISPRA|VA|VIA VERBANO, 23|21027|0332967145|201008|000000|||X||||||X|||||||||2|2|2|||||||1||06|00||0
STS-ID|314|029801|2015|COMUNITA' TERAPEUTICA DI FOGLIARO|012133|VARESE|VA|VIA CIRENE 1|21100|0332281025|201010|000000||||X|||||X|||||||||2|2|4|||||||2||01|00||1
STS-ID|314|029901|2015|CSS VILLA COLOMBO|012107|OGGIONA CON SANTO STEFANO|VA|VIA MONTE OLIVETO, 2|21040|031426042|201101|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|314|030001|2015|CONSULTORIO FAMILIARE "FAMILIA FORUM"|012133|VARESE|VA|VIA ALBANI 91|21100|0332831305|201103|000000||X|||X||X|X||||||||||2|2|2|||||||||15|00||0
STS-ID|314|031101|2015|CPM BELENOS|012060|CUNARDO|VA|VIA BOACCA, 4|21035|0332716052|201103|000000||||X|||||X|||||||||2|2|3|||||||1||31|00||0
STS-ID|314|031201|2015|COMUNITA' CAMELIA|012058|CUASSO AL MONTE|VA|VIA CASA MORA, 19|21050|0332920275|201105|000000||||X|||||X|||||||||2|2|2|||||||1||19|00||0
STS-ID|314|031301|2015|COMUNITA' GARDENIA|012058|CUASSO AL MONTE|VA|VIA CASA MORTA, 19|21050|0332920275|201105|000000||||X|||||X|||||||||2|2|2|||||||1||19|00||0
STS-ID|314|031401|2015|CONSULTORIO FAMILIARE DELLE VALLI|012027|CADEGLIANO-VICONAGO|VA|VIA TREMOLADA 2|21031|0332476780|201106|000000||X|||X|X|X|X|||||||||X|2|2|4|||||||||10|00||0
STS-ID|314|031501|2015|RSA "VILLAGGIO AMICO"|012075|GERENZANO|VA|VIA ALLA STAZIONE, 5|21040|0296489496|201109|000000||||X|||||||||X|||||2|2|2|||||||||01|00||0
STS-ID|314|031601|2015|RSD REMEO LAGO MAGGIORE|012114|PORTO VALTRAVAGLIA|VA|VIA SANFIDEG 1|21010|0332549491|201404|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|314|031701|2015|HOSPICE "MENOTTI BASSANI"|012087|LAVENO-MOMBELLO|VA|VIA AVV. FRANCO BASSANI, 13|21014|0332668339|201304|000000||||X||||||||||||||2|2|4|||||||||18|00|X|0
STS-ID|314|032001|2015|CDD "VILLAGGIO AMICO"|012075|GERENZANO|VA|VIA STAZIONE 5|21040|0296489496|201404|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|314|032301|2015|CSS IRENE CATTANEO|012004|ARCISATE|VA|VIA GIACOMINI 26|21051|0332470389|201409|000000||||X||||||||||X||||2|2|4|||||||||01|00||0
STS-ID|314|032401|2015|HOSPICE AI PINI|012011|BESANO|VA|VIA GASTALDI|21050|0332916900|201306|000000||||X||||||||||||||2|2|2|||||||||03|00|X|0
STS-ID|314|033401|2015|RSA "RESIDENZA GIANNINA SCOTTI"|012087|LAVENO-MOMBELLO|VA|VIA AVVOCATO F. BASSANI, 13|21014|0332668339|201410|000000||||X|||||||||X|||||2|2|4|||||||||15|00||0
STS-ID|314|033501|2015|RSA "RESIDENZA GENNARO ARIOLI"|012087|LAVENO-MOMBELLO|VA|VIA AVVOCATO F. BASSANI, 13|21014|0332668339|201410|000000||||X|||||||||X|||||2|2|4|||||||||15|00||0
STS-ID|314|033601|2015|RSA UG2 ISTITUTO "LA PROVVIDENZA"|012026|BUSTO ARSIZIO|VA|VIA DON BOSCO, 3|21052|0331358111|201507|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|314|033801|2015|COMUNITA' PRIMAVERA|012058|CUASSO AL MONTE|VA|Via Casa Mora, 19|21050|0332920275|201501|000000||||X|||||X|||||||||2|2|2|||||||2||01|00||1
STS-ID|314|930101|2015|FONDAZ. S.MAUGERI C.DEL LAVORO|012127|TRADATE|VA|VIA RONCACCIO, 16|21049|0331829111|199501|000000|X||||X|X|X|||||||||||2|1|4|030930||||||||01|00||1
STS-ID|314|999901|2015|LABORATORIO DI SANITA' PUBBLICA|012133|VARESE|VA|VIA DEI CAMPIGLI 5|21100|0332/277104|200607|000000|X||||||X|||||||||||1|2|0||||||||X|01|00||1
STS-ID|315|004101|2015|POLIAMBULATORIO PISOGNE|017143|PISOGNE|BS|VIA ANTICA VALERIANA|25055|03648143|199908|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|315|004201|2015|POLIAMBULATORI OSP. DI EDOLO|017068|EDOLO|BS|PIAZZA DONATORI DI SANGUE 1|25048|036472742|199908|000000|X||||X|X|X|||||||||||1|1|0|030274||||||||01|00||1
STS-ID|315|004202|2015|CONSULTORIO FAMILIARE EDOLO|017068|EDOLO|BS|P.ZZA DONATORI DI SANGUE|25048|0364772505|199908|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|315|004301|2015|POLIAMBULATORIO DARFO BOARIO T|017065|DARFO BOARIO TERME|BS|VIA CERCOVI|25047|03645401|199908|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|315|004302|2015|SERT SERVIZIO DIPENDENZE DARFO BOARIO TERME|017065|DARFO BOARIO TERME|BS|VIA CERCOVI, 8|25047|0364540236|199908|000000||X|||X||X|||X||||||||1|2|0|||||||||01|00||0
STS-ID|315|004303|2015|CONSULTORIO FAMILIARE DARFO|017065|DARFO BOARIO TERME|BS|VIA CERCOVI, 8|25047|0364540212|199908|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|315|004401|2015|POLIAMBULATORIO BRENO|017028|BRENO|BS|VIA NISSOLINA N. 2|25043|03643291|199908|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|315|004402|2015|CONSULTORIO FAMILIARE BRENO|017028|BRENO|BS|VIA NISSOLINA, 2|25043|0364329408|199908|000000||X|||X||X|X||||||||||1|2|0|||||||||01|00||0
STS-ID|315|004501|2015|POLIAMBULATORIO CEDEGOLO|017047|CEDEGOLO|BS|VIA NAZIONALE N.44|25051|036461589|199908|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|315|004701|2015|LABORATORIO ANALISI C.GOLGI|017065|DARFO BOARIO TERME|BS|CORSO ITALIA|25047|0364532740|199908|000000|X||||||X||||||||||X|2|2|2|||||||||01|00||1
STS-ID|315|004801|2015|POLIAMBULATORIO OSPEDALE ESINE|017070|ESINE|BS|VIA MANZONI|25040|03643691|199908|000000|X||||X|X|X|||||||||||1|1|0|030274||||||||01|00||1
STS-ID|315|004901|2015|STABIL.TERMALE BOARIO TERME|017065|DARFO BOARIO TERME|BS|VIa IGEA 3|25047|03645391|199908|000000||X||||||||||X||||||2|2|2|||||||||01|00||0
STS-ID|315|005001|2015|STABIL.TERMALE ANGOLO TERME|017006|ANGOLO TERME|BS|VIALE TERME 53|25040|0364548244|199908|000000||X||||||||||X||||||2|2|2|||||||||01|00||0
STS-ID|315|005101|2015|R.S.A. LORENZETTI ARTOGNE|017007|ARTOGNE|BS|VIA FRANZONI 11|25040|0364598366|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005201|2015|R.S.A. B.INNOCENZO BERZO INFER|017017|BERZO INFERIORE|BS|VIALE CADUTI|25040|036440171|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005301|2015|R.S.A VILLA ZANI BIENNO|017018|BIENNO|BS|VIA PRADELLI|25040|036440043|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005401|2015|R.S.A. CAV. RIVADOSSI BORNO|017022|BORNO|BS|VIA MILANO 20/B|25042|0364312003|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005501|2015|R.S.A. "CELERI" BRENO|017028|BRENO|BS|VIA TAGLIERINI 25|25043|036422129|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005601|2015|RSA F.LLI BONA CAPO DI PONTE|017035|CAPO DI PONTE|BS|VIA MARCONI|25044|036442046|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005701|2015|R.S.A. ANGELO MAJ|017065|DARFO BOARIO TERME|BS|VIA G.GALILEI, 16|25047|0364533161|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005801|2015|R.S.A. "GIAMBONI" EDOLO|017068|EDOLO|BS|PIAZZA NICOLINI|25048|036471123|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|005901|2015|R.S.A. NINJ BECCAGUTTI|017070|ESINE|BS|VIA CHIOSI 37/B|25040|036446327|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|006001|2015|R.S.A. DON G.FERRAGLIO|017101|MALONNO|BS|VIA FERRAGLIO 8|25040|036465290|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|006101|2015|R.S.A. GIOVANNINA RIZZIERI|017206|PIANCOGNO|BS|VIA NAZIONALE 45|25052|0364360561|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|006201|2015|R.S.A. SANTA MARIA DELLA NEVE|017143|PISOGNE|BS|VIA ROMANINO 18|25055|036486011|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|006301|2015|R.S.A. G.CARETTONI|017148|PONTE DI LEGNO|BS|CORSO MILANO 37|25056|036491161|199908|000000||||X|||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|018201|2015|CPS ESINE|017070|ESINE|BS|VIA MANZONI 142|25040|0364369670|199908|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|315|018302|2015|CRA ESINE|017070|ESINE|BS|VIA MANZONI 142|25040|0364369673|199908|000000||||X|||||X|||||||||1|2|0|||||||1||01|00||0
STS-ID|315|018401|2015|CPS AMBULATORIO DARFO|017065|DARFO BOARIO TERME|BS|VIA CERCOVI 8|25047|0364540111|199908|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|315|018501|2015|CPS  AMBULATORIO EDOLO|017068|EDOLO|BS|VIA PORRO 120|25048|036471568|199908|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|315|018801|2015|U.O.N.P.I. - POLO TERRITORIALE|017070|ESINE|BS|C/O OSPEDALE VIA MANZONI 142|25040|0364369065|199908|000000||X|||X||||X|||||||||1|1|0|030274||||||2||01|00||1
STS-ID|315|021801|2015|C.D.D. IL CARDO|017068|EDOLO|BS|VIA MAGNOLINI|25048|036472789|199908|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|021802|2015|C.S.S. IL CARDO|017068|EDOLO|BS|VIA MAGNOLINI, 48|25048|036472789|200501|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|022101|2015|C.D.D. PIA FONDAZIONE|017100|MALEGNO|BS|VIA LANICO, 2|25053|0364340434|199908|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|022201|2015|C.D.D. APRIMONDO|017065|DARFO BOARIO TERME|BS|VIA QUARTERONI, 10|25047|0364534766|199908|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|022301|2015|C.D.D. ARCOBALENO|017028|BRENO|BS|VIA CROCE, 1|25043|0364321074|199908|000000|||X|||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|022302|2015|C.S.S. ARCOBALENO|017028|BRENO|BS|VIA CROCE 1|25043|0364321074|200501|000000||||X||||||||||X||||2|2|2|||||||||01|00||0
STS-ID|315|023201|2015|CPS SERVIZIO PSICOLOGIA ESINE|017070|ESINE|BS|VIA MANZONI|25040|03643691|199908|000000||X|||X||||X|||||||||1|1|0|030274||||||1||01|00||1
STS-ID|315|030401|2015|CDI C/O RSA A. MAJ|017065|DARFO BOARIO TERME|BS|VIA G. GALILEI 16|25047|0364533161|199601|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|030501|2015|C.D.I. GIOVANNINA RIZZIERI|017206|PIANCOGNO|BS|VIA NAZIONALE N.45|25040|0364360561|199908|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|032201|2015|CAL DARFO BOARIO TERME|017065|DARFO BOARIO TERME|BS|VIA ROMA 51|25047|0364536646|199908|000000||X|||X||||||||||||X|1|2|0|||||||||01|00||1
STS-ID|315|032301|2015|CAL EDOLO|017068|EDOLO|BS|VIA SANTA MARIA 12|25048|0364772575|199908|000000||X|||X|||||||||||||1|1|0|030274||||||||01|00||1
STS-ID|315|032401|2015|CENTRO MED.CAMUNO MED.SPORTIVA|017065|DARFO BOARIO TERME|BS|VIA DE GASPERI, 2|25047|0364536980|200001|000000|X||||X|||||||||||X||2|2|2|||||||||01|00||1
STS-ID|315|032501|2015|CDI C/O RSA FERRAGLIO MALONNO|017101|MALONNO|BS|VIA FERRAGLIO N. 8|25040|036465290|200001|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|032701|2015|C.D.I. C/O RSA S.MARIA DELLA NEVE|017143|PISOGNE|BS|VIA ROMANINO 18|25055|036486011|200001|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|032901|2015|CPA"SI PUO" DARFO B.T.|017065|DARFO BOARIO TERME|BS|VIA CASTELLETTO|25047|0364529167|200201|000000||||X|||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|315|032902|2015|CD "SI PUO'" DARFO B.T.|017065|DARFO BOARIO TERME|BS|VIA CASTELLETTO 5|25047|0364529167|200201|000000|||X||||||X|||||||||2|2|4|||||||1||01|00||0
STS-ID|315|033001|2015|ASSOC. PRO CASA ANZIANI CDI|017118|NIARDO|BS|VIA ADAMO 2|25050|0364335036|200201|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|033201|2015|CD ESINE|017070|ESINE|BS|VIA MANZONI 142|25040|0364369685|200511|000000|||X||||||X|||||||||1|2|0|||||||1||01|00||0
STS-ID|315|033301|2015|CDI C/O RSA VILLA ZANI BIENNO|017018|BIENNO|BS|VIA PRADELLI 7|25040|036440043|200412|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|033401|2015|C.D.I C/O RSA "NINI BECCAGUTTI" ESINE|017070|ESINE|BS|VIA CHIOSI 3|25040|036446327|200412|000000|||X||||||||||X|||||2|2|4|||||||||01|00||0
STS-ID|315|033501|2015|COMUNITA' ERGOTERAPICA EXODUS|017181|SONICO|BS|VIA NAZIONALE 7|25050|036475248|200312|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|315|033601|2015|COMUNITA' DI CAPO DI PONTE|017035|CAPO DI PONTE|BS|VIA SANTA MARIA VECCHIA 1|25044|0364331100|200312|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|315|033701|2015|COMUNITA' DI CIVIDATE CAMUNO|017055|CIVIDATE CAMUNO|BS|VIA CASE CUCHE|25040|0364541183|200312|000000||||X||||||X||||||||2|2|2|||||||||01|00||0
STS-ID|315|033801|2015|CSS PIA FONDAZIONE DI VALLE CAMONICA |017100|MALEGNO|BS|VIA LANICO 2|25053|0364340434|200803|000000||||X||||||||||X||||2|2|4|||||||||19|00||0
STS-ID|315|033901|2015|R.S.A. VILLA MOZART LOZIO|017095|LOZIO|BS|VIALE DEI CASTAGNI 2 LOCALITA' SAN NAZZARO|25040|0364494311|200903|000000||||X|||||||||X|||||2|2|4|||||||||04|00||0
STS-ID|315|034001|2015|CENTRO DIURNO INTEGRATO "MONS: GIACOMO CARETTONI" PONTE DI LEGNO|017148|PONTE DI LEGNO|BS|VIA ROMA 100|25056|036491161|201007|000000|||X||||||||||X|||||2|2|4|||||||||14|00||0
STS-ID|315|034101|2015|COMUNITA' SOCIO SANITARIA PER DISABILI "LA FRAGOLA" DARFO BOARIO TERME|017065|DARFO BOARIO TERME|BS|VIA MAZZINI 90|25047|0364529068|201007|000000||||X||||||||||X||||2|2|4|||||||||14|00||0
STS-ID|315|034201|2015|SERVIZIO MULTIDISCIPLINARE INTEGRATO "IL MAGO DI OZ"|017143|PISOGNE|BS|PIAZZA MERCANTI 1|25055|0364793085|201012|000000||X|||X||X|||X||||||||2|2|2|||||||||29|00||0
STS-ID|315|034301|2015|CENTRO DIURNO INTEGRATO MALEGNO|017100|MALEGNO|BS|VIA CAVA 40|25053|0364340434|201105|000000|||X||||||||||X|||||2|2|4|||||||||04|00||0
STS-ID|315|034401|2015|CONSULTORIO FAMILIARE PISOGNE|017143|PISOGNE|BS|PIAZZA MERCANTI 1|25055|0364793063|201105|000000||X|||X||X|X||||||||||2|2|2|||||||||04|00||0
STS-ID|315|034501|2015|CONSULTORIO FAMILIARE GIUSEPPE TOVINI|017028|BRENO|BS|VIA GUADALUPE N. 10|25043|0364327990|201409|000000||X|||X|||X||||||||||2|2|4|||||||||01|00||0
STS-ID|315|034701|2015|HOSPICE DI PISOGNE|017143|PISOGNE|BS|VIALE CADUTI DEL LAVORO N- 20/A|25055|0364660010|201212|000000||||X||||||||||||||2|2|4|||||||||01|00|X|0
STS-ID|315|034801|2015|HOSPICE CURE PALLIATIVE OSPEDALE DI VALLECAMONICA|017070|ESINE|BS|VIA ALESSANDRO MANZONI 142|25040|03643691|201301|000000||||X||||||||||||||1|1|0|030274||||||||01|00|X|0
STS-ID|315|034901|2015|CPM "SI PUO'" DARFO B.F.|017065|DARFO BOARIO TERME|BS|PIAZZA MATTEOTTI N. 16|25047|0364532979|201406|000000||||X|||||X|||||||||2|2|2|||||||1||03|00||0
STS-ID|920|000101|2015|POLIAMBULATORIO I.N.R.C.A.|097016|CASATENOVO|LC|VIA MONTEREGIO 13|23880|03992321|199501|000000|X||||X|X|X|||||||||||1|1|0|030920||||||||01|00||1
STS-ID|922|000101|2015|ISTITUTO NAZIONALE TUMORI|015146|MILANO|MI|VIA VENEZIAN, 1|20133|0223901|199501|000000|X||||X|X|X|||||||||||1|1|0|030922||||||||01|00||1
STS-ID|922|000102|2015|HOSPICE CURE PALLIATIVE|015146|MILANO|MI|VIA VENEZIAN, 1|20133|0223901|201301|000000||||X||||||||||||||1|1|0|030922||||||||01|00|X|0
STS-ID|923|000101|2015|FOND. IRCCS IST. NAZ. NEUROLOGICO C. BESTA|015146|MILANO|MI|VIA CELORIA 11|20133|0223941|199501|000000|X||||X|X|X|||||||||||1|1|0|030923||||||||01|00||1
STS-ID|923|000102|2015|UONPI - FOND. IRCCS IST. NAZ. NEUROLOGICO C. BESTA|015146|MILANO|MI|VIA CELORIA 11|20133|0223941|200101|000000||X|||X||||X|||||||||1|1|0|030923||||||2||01|00||1
STS-ID|924|000101|2015|IRCCS POLICLINICO S.MATTEO|018110|PAVIA|PV|VIALE GOLGI, 19|27100|03825011|199501|000000|X||||X|X|X|||||||||||1|1|0|030924||||||||01|00||1
STS-ID|924|000102|2015|HOSPICE CURE PALLIATIVE|018110|PAVIA|PV|VIALE GOLGI, 19|27100|03825011|201301|000000||||X||||||||||||||1|1|0|030924||||||||01|00|X|0
STS-ID|925|000101|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: PRESIDIO OMP|015146|MILANO|MI|VIA FRANCESCO SFORZA, 35|20122|0255033202|200502|000000|X||||X|X|X||||||||||X|1|1|0|030925||||||||01|00||1
STS-ID|925|000102|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: AMB.PSICHIATRICA|015146|MILANO|MI|VIA F. SFORZA, 35|20122|025503202|200502|000000||X|||X||||X|||||||||1|1|0|030925||||||1||01|00||1
STS-ID|925|000752|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: UONPIA NEUROPSICHIATRIA INFANTILE|015146|MILANO|MI|via Francesco SFORZA, 28|20122|0255033202|200502|000000||X|||X||||X|||||||||1|1|0|030925||||||2||01|00||1
STS-ID|925|000901|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: CENTRO DIURNO VIA CONCA DEL NAVIGLIO|015146|MILANO|MI|VIA CONCA DEL NAVIGLIO, 45|20123|0289400361|200502|000000|||X||||||X|||||||||1|2|0|||||||1||01|00||0
STS-ID|925|001001|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: CPS CONCA DEL NAV.|015146|MILANO|MI|VIA CONCA DEL NAVIGLIO, 45|20123|028358590|200502|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|925|001201|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP CPS VIA FANTOLI|015146|MILANO|MI|VIA FANTOLI, 7|20138|0258013132|200502|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|925|001301|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: CRT CONCA DEL NAV.|015146|MILANO|MI|VIA CONCA DEL NAVIGLIO, 45|20123|0289400361|200502|000000||||X|||||X|||||||||1|2|0|||||||1||01|00||0
STS-ID|925|001501|2015|FONDAZIONE IRCCS "CA' GRANDA" OMP: CPS VIA ASIAGO|015146|MILANO|MI|VIA ASIAGO 9/5|20122|0227003856|200502|000000||X|||X||||X|||||||||1|2|0|||||||1||01|00||1
STS-ID|951|000101|2015|POLIAMBULATORIO OSPEDALE LUINO|012092|LUINO|VA|VIA FORLANINI,6|21016|0332539249|199501|000000|X||||X|X|X|||||||||||1|1|0|030282||||||||01|00||1
STS-ID|951|000201|2015|POLIAMB. DI LAVENA PONTE TRESA|012086|LAVENA PONTE TRESA|VA|VIA ARGINE DOVRANA  12|21037|0332550183|199501|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|951|000301|2015|POLIAMBULATORIO OSP.CITTIGLIO|012051|CITTIGLIO|VA|VIA LUVINI, 1|21033|0332607111|199501|000000|X||||X|X|X|||||||||||1|1|0|030282||||||||01|00||1
STS-ID|951|000401|2015|POLIAMBUL. LAVENO MOMBELLO|012087|LAVENO-MOMBELLO|VA|VIA CERETTI, 8|21014|0332625316|199501|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|951|000501|2015|POLIAMBULATORIO DI GAVIRATE|012072|GAVIRATE|VA|VIALE TICINO, 33|21026|0332744110|199501|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|951|000701|2015|POLIAMB. OSPED. F.DEL PONTE-VA|012133|VARESE|VA|VIA FILIPPO DEL PONTE 19|21100|0332299111|199501|000000|X||||X|X||||||||||||1|1|0|030901||||||||01|00||1
STS-ID|951|000801|2015|POLIAMBUL.VLE MONTEROSA-VARESE|012133|VARESE|VA|VIALE MONTE ROSA, 28|21100|0332828411|199501|000000|X||||X|||||||||||||1|2|0|||||||||01|00||1
STS-ID|951|001101|2015|POLIAMBULATORIO OSP.CUASSO A/M|012058|CUASSO AL MONTE|VA|VIA IMBORGNANA, 7|21050|0332910250|199501|000000|X||||X|X||||||||||||1|1|0|030901||||||||01|00||1
